review,sentiment,cleaned_review
"OK, I've now seen George Zucco in at least four separate horror/suspense films recently as I worked my way through various 50 pack collections, and I have to say, the guy had a limited range, but he was good at what he did. He wasn't Karloff, but PRC was lucky to have him. <br /><br />But the poor guy was stuck in a kind of back-water ghetto of horror films, and he wasn't good enough to take them to the next level of interest....not with the thread-bare screenplays and direction and budgets he worked under. That's the case here. <br /><br />This movie is, well, slow, stodgy and unexciting for the most part. The ""heroine"" seems to be doomed to be a rent-a-center version of Judy Garland, the ""hero"" is bland as white rice, and the poor guy playing the monster doesn't even get a good transformation scene out of the deal. His make up effects aren't scary at all - he looks like a slightly more shaggy version of a farm hand, is all. <br /><br />It's not a total waste. Zucco looks good on camera, he chews the scenery while managing to deliver some terribly affected and contrived set speeches without flinching or losing the flow. There are some moody B&W shots here and there that don't completely suck. <br /><br />So all in all...this movie helped some ""C"" through ""Z"" level actors pay their rent for another month, and it never sinks below a certain hacked out level of quality. Watch it once if you like George Zucco, or just feel the need to see every wolfman-themed movie ever made.",0,ok seen georg zucco least four separ horror suspens film recent work way variou pack collect say guy limit rang good karloff prc lucki poor guy stuck kind back water ghetto horror film good enough take next level interest not thread bare screenplay direct budget work case movi well slow stodgi unexcit part heroin seem doom rent center version judi garland hero bland white rice poor guy play monster even get good transform scene deal make effect scari look like slightli shaggi version farm hand not total wast zucco look good camera chew sceneri manag deliv terribl affect contriv set speech without flinch lose flow moodi b w shot complet suck movi help c z level actor pay rent anoth month never sink certain hack level qualiti watch like georg zucco feel need see everi wolfman theme movi ever made
"I think Downey was perhaps inspired by French new-wave.<br /><br />Who wasn't?<br /><br />Unfortunately, what he ended up creating here was more along the lines of crackhead new-wave.<br /><br />A synapse is obviously a terrible thing to lose and Downey appears to have lost plenty. <br /><br />Just say no, indeed. In more ways than one. Including to watching this film.<br /><br />I couldn't bear it after a while and began fast forwarding through it. It would have been wiser to have just skipped it altogether.",0,think downey perhap inspir french new wave unfortun end creat along line crackhead new wave synaps obvious terribl thing lose downey appear lost plenti say no inde way one includ watch film bear began fast forward would wiser skip altogeth
"OK, this movie seems to have been pretty well covered by earlier comments, but there are a couple of items I wish to add. The mad scientist is producing a serum from the blood of a caged animal in order to turn a man into a werewolf. If we suspend our disbelief enough to buy into that, fine. But the animal in the cage is a coyote. That would make a werecoyote. Did audiences in 1942 not know the difference between a wolf and a coyote? They're easy to tell apart. That's weak.<br /><br />Secondly, this movie was covered in the third episode of MST3k (on the Comedy Channel). It took Joel and the bots a number of episodes to get up to full riffing steam, and they weren't up there quite yet on this one. They DID add enough to this snoozer to keep you awake until the end, but it was not one of their better episodes. They never even mentioned the glaring omission of an actual wolf, and THAT joke was just hanging in the air waiting to be smacked.",0,ok movi seem pretti well cover earlier comment coupl item wish add mad scientist produc serum blood cage anim order turn man werewolf suspend disbelief enough buy fine anim cage coyot would make werecoyot audienc not know differ wolf coyot easi tell apart weak secondli movi cover third episod mst k comedi channel took joel bot number episod get full rif steam quit yet one add enough snoozer keep awak end not one better episod never even mention glare omiss actual wolf joke hang air wait smack
"A scientist (George Zucco) wants to create wolf men out of American soldiers to fight the Nazis, but is branded as mad. He uses a simpleton gardener (Glenn Strange) to experiment on by mixing his blood with the blood of a wolf. Strange, constantly embedding his dialogue with the tones of Lon Chaney Jr. in ""Of Mice and Men"", has no idea what's going on, only that he sleepwalks. The victims begin to pile up (including a little girl, which modern viewers might find rather disturbing, and two of Zucco's rivals). There is some good dialogue on how man should not mess with nature (still prevalent today) and play God. Zucco's motives may be honorable, but his methods are most questionable. And then there is his daughter, Anne Nagel, who is sympathetically nice to Strange, yet has no idea of her father's deeds. Johnny Downs is a reporter who gets on Zucco's bad side by questioning him, but wins Nagel's heart, thus creating the usual and always dull romantic subplot in classic horror films. At 77 minutes, this is about 15 minutes longer than usual for a horror film of the early 40's (particularly one out of PRC, who released this one), so the romantic story could have been trimmed for costs and to speed things up a bit. Zucco, fortunately, is never hammy; He left that to Bela Lugosi (who always hammed in a deliciously theatrical manner which endeared him to audiences) and England's Todd Slaughter. But try not to think of ""Bride of the Monster's"" laboratory while looking at the one Zucco works in, or some of Lugosi's dialogue in that now classic cult film. ""Mad Monster"" lacks a cult following more because it is not delightfully bad, just has dull pacing in more than a few spots. For PRC and Monogram lovers, I would recommend ""The Corpse Vanishes"" or ""Fog Island"" higher than this",0,scientist georg zucco want creat wolf men american soldier fight nazi brand mad use simpleton garden glenn strang experi mix blood blood wolf strang constantli embed dialogu tone lon chaney jr mice men no idea go sleepwalk victim begin pile includ littl girl modern viewer might find rather disturb two zucco rival good dialogu man not mess natur still preval today play god zucco motiv may honor method question daughter ann nagel sympathet nice strang yet no idea father deed johnni down report get zucco bad side question win nagel heart thu creat usual alway dull romant subplot classic horror film minut minut longer usual horror film earli particularli one prc releas one romant stori could trim cost speed thing bit zucco fortun never hammi left bela lugosi alway ham delici theatric manner endear audienc england todd slaughter tri not think bride monster laboratori look one zucco work lugosi dialogu classic cult film mad monster lack cult follow not delight bad dull pace spot prc monogram lover would recommend corps vanish fog island higher
"George Zucco was like Boris Karloff in the fact no matter how poor the film he appeared in was, he would always maintain a sense of dignity and turn in a fine performance. ""The Mad Monster"" is no exception to that rule. It is by all standards a poor (if entertaining) film. The filmmakers obviously didn't know how to make the most of their low budget and the script seems as if it was turned out in one or two days. Still, Zucco is fine and believable as the mad scientist.<br /><br />The film itself is enjoyable on a camp level. Normal horror movie fans for the most part won't take a liking to PRC films. However, these ""Poverty Row"" productions have a small but loyal cult following. Occasionally they would rise above their limitations with ""Detour"" being the best example of this. Usually they looked like this. For all its technically poor qualities, ""The Mad Monster"" is an amusing enough way to kill a rainy afternoon. The DVD from Retromedia is recommended, as it pairs this with another PRC production ""The Black Raven"", the original theatrical trailer, and best of all an interview with Glenn Strange talking about his role in this movie. (4/10)",0,georg zucco like bori karloff fact no matter poor film appear would alway maintain sens digniti turn fine perform mad monster no except rule standard poor entertain film filmmak obvious know make low budget script seem turn one two day still zucco fine believ mad scientist film enjoy camp level normal horror movi fan part take like prc film howev poverti row product small loyal cult follow occasion would rise limit detour best exampl usual look like technic poor qualiti mad monster amus enough way kill raini afternoon dvd retromedia recommend pair anoth prc product black raven origin theatric trailer best interview glenn strang talk role movi
"I'm working my way through the Horror Classics 50 Movie Pack Collection and THE MAD MONSTER is one of the movies in the set.<br /><br />I am sure that George Zucco was a good actor; but, this was only the second film in which I saw him, the first being DEAD MEN WALK, in which he played two parts. However, even good acting couldn't save THE MAD MONSTER.<br /><br />Zucco plays a mad scientist, Dr. Cameron (who was banned from academia because of his unethical and inhumane experiments). He believes that he can control evolution by bringing out the characteristics of one animal into another.<br /><br />In this case, like so many others of its ilk, it is a transfusion of (I assume) wolf's blood into humans. His goal is to create an invincible army, which he can control through the antidote. The subject of his experiments is his hired hand, a retarded gardener, whose dialogue slows down this snail-paced classic to almost a full-stop. <br /><br />Beyond his experiments, Dr. Cameron also plots revenge on those who discredited him, using his transformed gardener. However, he loses control of his subject, who begins to transform without the transfusion -- yikes! <br /><br />The werewolf transformations are classic Hollywood stop-action / makeup effects. No doubt these were groundbreaking techniques of the time; but, in today's digital age it's hard to imagine audiences being scared by this.",0,work way horror classic movi pack collect mad monster one movi set sure georg zucco good actor second film saw first dead men walk play two part howev even good act save mad monster zucco play mad scientist dr cameron ban academia uneth inhuman experi believ control evolut bring characterist one anim anoth case like mani other ilk transfus assum wolf blood human goal creat invinc armi control antidot subject experi hire hand retard garden whose dialogu slow snail pace classic almost full stop beyond experi dr cameron also plot reveng discredit use transform garden howev lose control subject begin transform without transfus yike werewolf transform classic hollywood stop action makeup effect no doubt groundbreak techniqu time today digit age hard imagin audienc scare
"A paranoid scientist creates a wolfman by transfusing wolf blood into a meek, quiet, but very large gardener, in order to prove an hypothesis. So the gardener begins nightly rampages and the scientist tries to use him to reclaim his credentials, but is rebuffed by his former colleagues for tampering with nature. Island of Dr Moreau, Frankenstein and various wolfman films all blended together into a terribly dated, goofy, morality play.<br /><br />Though the subject matter is pedantic and unoriginal at best, this film is not too poorly made, and interesting to watch as a representative of horror film making of its time. Like most mad scientist films, this is a weak warning against fooling around with Mother Nature. It doesn't have the power or intellectual challenges of Frankenstein, but it doesn't ever extend its reach anyway. The acting is passable, as is the cinematography, and the film moves along at an entertaining clip. Some of the dialog is utterly ludicrous, but hey... it's just a movie - and a B minus one at that. There are also a few nice shots of a wolf, and a smattering of humor tossed-in to prevent the film from appearing to take itself too seriously - always a plus for this genre.",0,paranoid scientist creat wolfman transfus wolf blood meek quiet larg garden order prove hypothesi garden begin nightli rampag scientist tri use reclaim credenti rebuf former colleagu tamper natur island dr moreau frankenstein variou wolfman film blend togeth terribl date goofi moral play though subject matter pedant unorigin best film not poorli made interest watch repres horror film make time like mad scientist film weak warn fool around mother natur power intellectu challeng frankenstein ever extend reach anyway act passabl cinematographi film move along entertain clip dialog utterli ludicr hey movi b minu one also nice shot wolf smatter humor toss prevent film appear take serious alway plu genr
"This has got to be the most god-awful piece of cinematic crap I have ever watched. It makes Mel Brooks movies Oscar-worthy by comparison. Jim VanBebber needs to be publicly slapped for trying to pass this off as ANY form of entertainment.<br /><br />While some may say that this movie is true to the low budget genre of such classics as ""The Texas Chainsaw Massacre"" or ""Night of the Living Dead"", the production value is not in question. It is VanBebber's ability to cast and present a plausible story line. The casting is deplorable. For the role of Charlie he must have picked the first actor he saw with a beard and long hair. Never mind that this actor's hair came halfway down his back, (Manson's never went much past his shoulders) this actor spoke in a dreadful monotone without so much as a fraction of the personality that Steve Railsback or even Jeremy Davies lent to their portrayals of Manson. The actor chosen to play ""Tex"" Watson had curly blond hair instead of straight dark hair, a fact that anyone who has shown even the most remote interest in the Manson case knows. He looks like a Minnesota farmer on ""Little House on the Prairie"" The actress playing Susan Atkins has a butt wider than Oprah's, While those familiar with the Family members know that ""Clem"" was considered somewhat retarded, the actor portraying him did so in such a campy, Chaplinesque way it was like watching an old Vaudevile act. Instead of Sharon Tate looking like a beautiful pregnant woman, the actress looked like bloated, alcoholic trailer trash. VanBebber speeds up the filming in some places for artistic effect yet this technique hasn't proved remotely useful since ""The Munsters"". The end credits list every known family member yet we are never introduced to the majority of them and those we are introduced to we aren't sure who they are sometimes.<br /><br />Facts are destroyed in this movie as well. ""Lotsapoppa"" did not die in real life, Steven Parent was shot four times, not twice, Abagail Folger did not have her throat slit, Where were Mary Brunner and Bruce Davis during the Himnan Murder? Patricia Krenwinkel never sported a ""Dorothy Hamill"" hair style.<br /><br />The most baffling aspect of this movie is what the modern day ""freaks"" had to do with this movie? Why was the girl wearing a rubber mask with a dildo attached? What was their problem with the journalist? What was the meaning or purpose of the final confrontation? Why were they included, period? The viewer never knows! <br /><br />Holy mackerel, I could go on and on but space prevents it. Don't try to eat popcorn during this garbage because your hand will be too busy scratching your head while you repeatedly say ""What the f---?""",0,got god aw piec cinemat crap ever watch make mel brook movi oscar worthi comparison jim vanbebb need publicli slap tri pass form entertain may say movi true low budget genr classic texa chainsaw massacr night live dead product valu not question vanbebb abil cast present plausibl stori line cast deplor role charli must pick first actor saw beard long hair never mind actor hair came halfway back manson never went much past shoulder actor spoke dread monoton without much fraction person steve railsback even jeremi davi lent portray manson actor chosen play tex watson curli blond hair instead straight dark hair fact anyon shown even remot interest manson case know look like minnesota farmer littl hous prairi actress play susan atkin butt wider oprah familiar famili member know clem consid somewhat retard actor portray campi chaplinesqu way like watch old vaudevil act instead sharon tate look like beauti pregnant woman actress look like bloat alcohol trailer trash vanbebb speed film place artist effect yet techniqu prove remot use sinc munster end credit list everi known famili member yet never introduc major introduc sure sometim fact destroy movi well lotsapoppa not die real life steven parent shot four time not twice abagail folger not throat slit mari brunner bruce davi himnan murder patricia krenwinkel never sport dorothi hamil hair style baffl aspect movi modern day freak movi girl wear rubber mask dildo attach problem journalist mean purpos final confront includ period viewer never know holi mackerel could go space prevent tri eat popcorn garbag hand busi scratch head repeatedli say f
"I heard legends about this ""film"" (quotes used so as not to insult films) for a while, so when I finally got the DVD with it, I impatiently started watching it. By the end, I *had* to fast forward through just a few of the most moronic, ineptly made, nonsensical scenes of this pointless childish mess to make it end quicker.<br /><br />This may be the worst film I've even ""touched"" - and I used to be associated with Troma for a while. ""Manson Family"" makes the bottom of Troma's entries look like daring and groundbreaking art-house filmwork. I could go on and talk about the syphilitic skeleton of a ""plot"" it has, the revoltingly bad ""acting"", the painful, inept ""directing"", the sets and props with their ""dollar ninety nine"" look (I especially ""loved"" the plastic toy guns used in the Tate murder scene!) or the nauseating look and feel of this whole bag of garbage (I think it was supposed to represent a drug-induced hallucination; I have absolutely no idea how a drug-induced hallucination looks or feels, nor do I want to find out - but I guess drug junkies with burned out ""brains"" will love this ""film"" (they seem to be the ones who made it) I've seen many films from various ""Worst 50"" lists, traditionally opened by Eddie Wood's ones - and Eddie Wood would be appalled by the sheer ineptitude and talentless of van Webber (or whatever his name is; I certainly don't want to remember it) I've never seen ""Superbabies"" or its sequel, but I strongly wish that ""Manson"" joined them on IMDb's rating. Fortunately, this obscure garbage probably won't be seen by enough viewers to warrant it sufficiently many ""1"" votes - and so much the better!",0,heard legend film quot use not insult film final got dvd impati start watch end fast forward moron ineptli made nonsens scene pointless childish mess make end quicker may worst film even touch use associ troma manson famili make bottom troma entri look like dare groundbreak art hous filmwork could go talk syphilit skeleton plot revoltingli bad act pain inept direct set prop dollar nineti nine look especi love plastic toy gun use tate murder scene nauseat look feel whole bag garbag think suppos repres drug induc hallucin absolut no idea drug induc hallucin look feel nor want find guess drug junki burn brain love film seem one made seen mani film variou worst list tradit open eddi wood one eddi wood would appal sheer ineptitud talentless van webber whatev name certainli want rememb never seen superbabi sequel strongli wish manson join imdb rate fortun obscur garbag probabl seen enough viewer warrant suffici mani vote much better
"I got encouraged to watch this film because I've heard good word of it: it was supposed to be this thrilling true crime milestone, disturbing, shocking... all that jazz. Well, I am disturbed because I spent money on it, and I am shocked that something so God-awful actually got released. That's about it.<br /><br />This is a supposed ""new look"" at Charles Manson's family of insane loser junkies and their murders. But if this is a ""new look"" then it's probably ""new"" as in ""fresh and totally inept"": just watching it gave me a headache and I had to give up trying to make any sense of it or even understand just what the director intended it to be.<br /><br />I suppose I should say something about the plot but fact is, it was so stupid and incoherent that I barely remember if there even WAS a plot at all. There was something about a ""Manson tape"" delivered to a radio DJ (or a TV producer?), then an hour of pointless random footage of ""the family"" in '69, then the Polanski murders (looking like a bad school play) and finally some idiotic part about a bunch of skinheads getting drunk and beating the hell out of one another in an alley (I kid you not), and then it ended (thank God) (Don't ask me to make any sense of that, I'm just recalling what I saw!) The performances were terrible, too. And how difficult is it to make a convincing ""Manson""? Get a short skinny scrawny bloke, put a dirty wig and a shaggy beard on him. There's your Manson. But this ""Manson"" doesn't even look right. He just looks like, uh, a bloke in a cheap wig and a glued on Santa beard painted black.<br /><br />Or maybe that's what this film is actually about: Manson's family didn't make any sense, so this film doesn't make any sense, either. It's symbolic! (Yeah, right) I'm still so angry at spending money on this I stopped my normal lurking on this site and registered just to vote 1 for this film and post this warning that will hopefully prevent others from spending their money on this garbage. Stay away from it, it's not even worth renting.<br /><br />PS. The recent US TV production ""Helter Skelter"" got bad reviews here but I saw it last month (I saw the 1976 original too) and let me tell you, compared to ""Manson Family"", that new Helter Skelter is BRILLIANT and FLAWLESS. And I was disappointed in it! That's how bad ""Manson Family"" is: it makes a flawed and mostly disappointing TV movie look perfect.",0,got encourag watch film heard good word suppos thrill true crime mileston disturb shock jazz well disturb spent money shock someth god aw actual got releas suppos new look charl manson famili insan loser junki murder new look probabl new fresh total inept watch gave headach give tri make sens even understand director intend suppos say someth plot fact stupid incoher bare rememb even plot someth manson tape deliv radio dj tv produc hour pointless random footag famili polanski murder look like bad school play final idiot part bunch skinhead get drunk beat hell one anoth alley kid not end thank god ask make sens recal saw perform terribl difficult make convinc manson get short skinni scrawni bloke put dirti wig shaggi beard manson manson even look right look like uh bloke cheap wig glu santa beard paint black mayb film actual manson famili make sens film make sens either symbol yeah right still angri spend money stop normal lurk site regist vote film post warn hope prevent other spend money garbag stay away not even worth rent ps recent us tv product helter skelter got bad review saw last month saw origin let tell compar manson famili new helter skelter brilliant flawless disappoint bad manson famili make flaw mostli disappoint tv movi look perfect
"The only thing of interest about this movie is its subject matter. Taking a look at the Manson ""family"" from the point of view of the family members themselves is a great idea. However, trying to make sense of the uncomprehensible is something that can really only be accomplished in a masterwork -- and this ain't it.<br /><br />Presumably because there was so much information to squeeze into a screenplay, this film was done in a faux documentary style, with reenactments thrown in. Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.<br /><br />Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings. It's dumb and pointless, and a complete waste of time.<br /><br />All in all, this movie is one big wasted opportunity. The one ray of sunshine is the acting of Marc Pitman, who plays Tex, who in real life did most of the actual killing. Whereas the female characters come off as giggly airheads in the 60s flashbacks, Pitman manages to convey real feeling.<br /><br />In short, don't bother with this movie.",0,thing interest movi subject matter take look manson famili point view famili member great idea howev tri make sens uncomprehens someth realli accomplish masterwork presum much inform squeez screenplay film done faux documentari style reenact thrown troubl write direct make imposs establish thing make movi watchabl like charact stori theme wors incred weak sub plot thrown follow littl band latter day mansonit go report work stori anniversari kill dumb pointless complet wast time movi one big wast opportun one ray sunshin act marc pitman play tex real life actual kill wherea femal charact come giggli airhead flashback pitman manag convey real feel short bother movi
"Okay, last night, August 18th, 2004, I had the distinct displeasure of meeting Mr. Van Bebble at a showing of the film The Manson Family at the Three Penny in Chicago as part of the Chicago Underground Film Festival. Here's what I have to say about it. First of all, the film is an obvious rip off of every Kenneth Anger, Roman Polanski, Oliver Stone and Terry Gilliam movie I've ever seen. Second of all, in a short Q & A session after the show Mr. Van Bebble immediately stated that he never made any contact with the actual Manson Family members or Charlie himself, calling them liars and saying he wanted nothing to do with them, that the film was based on his (Van Bebble's) take on the trial having seen it all from his living room on TV and in the news (and I'm assuming from the Autobiography and the book Helter Skelter which were directly mimicked through the narrative). So I had second dibs on questions, I asked if he was trying to present the outsider, Mtv, sex drugs and rock 'n roll version and not necessarily the true story. This question obviously pissed off the by now sloshed director who started shouting ""f*** you, shut the f*** up, this is the truth! All those other movies are bullsh**!""<br /><br />Well anyway, I didn't even think about how ridiculous this was until the next day when I read the tagline for the film, ""You've heard the laws side of the story...now hear the story as it is told by the Manson Family."" Excuse me, if this guy has never even spoken to the family and considers them to be liars that he doesn't want to have anything to do with, how in God's name can he tell the story for them!? This is the most ridiculous statement I have ever heard! The film was obviously catered to the sex drugs and rock 'n roll audience that it had no trouble in attracting to the small, dimly lit theatre, and was even more obviously spawned by the sex drugs and rock 'n roll mind of a man who couldn't even watch his own film without getting up every ten minutes to go get more beer or to shout some sort of Rocky Horroresque call line to the actors on screen. This film accomplishes little more than warping the public's image of actual events (which helped shape the state of America and much of the world today) into some sort of Slasher/Comic Book/Porno/Rape fantasy dreamed up by an obviously shallow individual.<br /><br />The film was definitely very impressive to look at. The soundtrack was refreshing as it contained actual samples of Charlie's work with the Family off of his Lie album. The editing was nice and choppy to simulate the nauseating uncertainty of most modern music videos. All in all this film would have made a much better addition to the catalogues at Mtv than to the Underground Film Festival or for that matter the minds of any intellectual observers. I felt like I was at a midnight Rocky Horror viewing the way the audience was dressed and behaving (probably the best part of the experience). The cast was very good with the exception of Charlie who resembled some sort of stoned Dungeons and Dragons enthusiast more than the actual role he was portraying. The descriptions the film gave of him as full of energy, throwing ten things at you and being very physical about it all the while did not match at all the slow, lethargic, and chubby representation that was actually presented.<br /><br />All in all the film basically explains itself as Sadie (or maybe it was Linda) declares at the end, ""You can write a bunch of bullsh** books or make a bunch of bullsh** movies...etc. etc."" Case in point. Even the disclaimer ""Based on a True Story"" is a dead giveaway, signalling that somewhere beneath this psychedelic garbage heap lay the foundation of an actual story with content that will make and has made a difference in the world. All you have to do is a little bit of alchemy to separate the truth from the the crap, or actually, maybe you could just avoid it all together and go read a book instead.<br /><br />All I can say is this, when the film ended I got a free beer so I'm glad I went, but not so glad I spent fifteen dollars on my ticket to be told to shut the f*** up for asking the director a question. Peace.",0,okay last night august th distinct displeasur meet mr van bebbl show film manson famili three penni chicago part chicago underground film festiv say first film obviou rip everi kenneth anger roman polanski oliv stone terri gilliam movi ever seen second short q session show mr van bebbl immedi state never made contact actual manson famili member charli call liar say want noth film base van bebbl take trial seen live room tv news assum autobiographi book helter skelter directli mimick narr second dib question ask tri present outsid mtv sex drug rock n roll version not necessarili true stori question obvious piss slosh director start shout f shut f truth movi bullsh well anyway even think ridicul next day read taglin film heard law side stori hear stori told manson famili excus guy never even spoken famili consid liar want anyth god name tell stori ridicul statement ever heard film obvious cater sex drug rock n roll audienc no troubl attract small dimli lit theatr even obvious spawn sex drug rock n roll mind man even watch film without get everi ten minut go get beer shout sort rocki horroresqu call line actor screen film accomplish littl warp public imag actual event help shape state america much world today sort slasher comic book porno rape fantasi dream obvious shallow individu film definit impress look soundtrack refresh contain actual sampl charli work famili lie album edit nice choppi simul nauseat uncertainti modern music video film would made much better addit catalogu mtv underground film festiv matter mind intellectu observ felt like midnight rocki horror view way audienc dress behav probabl best part experi cast good except charli resembl sort stone dungeon dragon enthusiast actual role portray descript film gave full energi throw ten thing physic not match slow letharg chubbi represent actual present film basic explain sadi mayb linda declar end write bunch bullsh book make bunch bullsh movi etc etc case point even disclaim base true stori dead giveaway signal somewher beneath psychedel garbag heap lay foundat actual stori content make made differ world littl bit alchemi separ truth crap actual mayb could avoid togeth go read book instead say film end got free beer glad went not glad spent fifteen dollar ticket told shut f ask director question peac
"Black and white satire of a Madison Avenue ad agency being taken over by blacks. They're headed by Putney Swope (Arnold Johnson) who is determined to change things. However he turns out to be even WORSE than his white predecessors. That's about as original as this gets.<br /><br />I'm sure this was considered daring and shocking in 1969 but it just seems silly today. The jokes are either unfunny (the president is a midget. HOW is this funny?), cruel or obvious and the film is full of unlikable characters. It's done in a very experimental way which makes it even harder to take...or understand. The movie just gets more bizarre and surreal as it goes along. The ending comes out of nowhere. To make it worse, with the sole exception of Johnson, ALL the acting is bad. Antonio Fargas (a regular in these types of films) is especially annoying as the Arab. This gets three stars because the commercial parodies (done in bright color) ARE amusing and there's a rare good line here and there. I heard this was a cult classic but this is more interesting than good. Skip it...unless you're in experimental 1960s films.",0,black white satir madison avenu ad agenc taken black head putney swope arnold johnson determin chang thing howev turn even wors white predecessor origin get sure consid dare shock seem silli today joke either unfunni presid midget funni cruel obviou film full unlik charact done experiment way make even harder take understand movi get bizarr surreal goe along end come nowher make wors sole except johnson act bad antonio farga regular type film especi annoy arab get three star commerci parodi done bright color amus rare good line heard cult classic interest good skip unless experiment film
"Strikes me as routine, as far as TV movies go. I can believe that it's based on a true story because the plot seems too clumsy to have been written by anyone with storytelling skills.<br /><br />For instance, good old John Ritter (now a rather bulky and bearded villain) poisons his wife enough to make her ill, then accuses her of being psychosomatic and leaves to marry another young woman immediately. Fourteen years pass before the story picks up again. Why fourteen years? I would guess that though the narrative doesn't demand it, history does.<br /><br />Some of the particular scenes, however, are so cinematically apt that they were almost certainly dreamed up by a writer. Pawing through her attic, Helgenberger, Ritter's first wife, stumbles across an old electrical appliance and has one of those black-and-white flashbacks with stings on the score -- suddenly she recalls when, fourteen years ago, she discovered Ritter shaving selenium filings from a rectifier, carefully collecting them, and putting them in her shampoo and her eyelash liner (or whatever it's called). Later it develops that he was putting it into her coffee as well.<br /><br />Frankly, I don't believe it. I don't believe either that she had that particular epiphany in the attic or that Ritter put selenium shavings into her shampoo or eyeliner. Selenium is referred to in the movie as a ""toxic metal"" and I suppose it is, in sufficient quantity, but it's also an anti-oxidant that's sold over the counter in drug stores and swallowed. Someone will have to demonstrate -- as no one does in this movie -- that it is a topical poison. Many people have tried the nicotine patch and failed. So how come some selenium in her shampoo gives Marg Helgenberger immediate and drastic headaches? And her eyes become as painful as boils when she applies makeup? I think the anthropologist E. B. Tylor called this simple-minded idea ""sympathetic magic,"" but I'm not sure.<br /><br />Mais je divage. Anyway Ritter evidently tries the same stunt with his second wife fourteen years later, although no evidence of trickery is ever produced when she becomes ill with the same symptoms. Wife Number Two is taken to Mexico and apparently cured but suddenly drops dead shortly after her return. Circumstantial evidence piles up against Ritter, who plays the villain with all the stops out -- when his first trial is dismissed he SMIRKS at Helgenberger, who has prompted the investigation.<br /><br />You see, Helgenberger was good friends with Ritter's second wife and was terribly disturbed at her demise and its manner. (I'll bet.) And she wants to prevent the same thing from happening to the wealthy young woman who seems lined up for third place in Ritter's marital schedule. (Sure.) The best performance is given by the guy who plays Detective Mauser -- Lawrence Dane? Everyone else acts by the numbers. They project emotions and thoughts with the subtlety of a warning at a railroad crossing. But Dane does little things that are original. ""I'm told you want to report a murder. (Long pause while he sits down and waits), then abruptly thrusts his face towards Helgeberger and inquires in a reasonable and curious voice, ""So who was murdered""? I suppose except for the bare bones of the historical events, nothing prevented characters or their actions from being drawn differently than they were in real life. I mean, what the heck, Ritter is still in jail convicted of murder and Helgenberger's character is dead, so who is to object? I wish the forensic stuff had been made clearer. Ritter seems to have used so many poisons and toxic metals -- let me see, selenium, cyanide, a massive dose of chlorine, and maybe something else -- that I was confused by it all. Not that I was rooting for Ritter. Here's a mathematician with a Ph.D. who insists people call him ""doctor."" He even corrects people who address him merely as ""professor."" Most Ph.D.s get that narcissistic problem behind them very quickly. ""Jes' call me Whitey, even though I know how to get a standard deviation and you don't."" Average TV fare.",0,strike routin far tv movi go believ base true stori plot seem clumsi written anyon storytel skill instanc good old john ritter rather bulki beard villain poison wife enough make ill accus psychosomat leav marri anoth young woman immedi fourteen year pass stori pick fourteen year would guess though narr demand histori particular scene howev cinemat apt almost certainli dream writer paw attic helgenberg ritter first wife stumbl across old electr applianc one black white flashback sting score suddenli recal fourteen year ago discov ritter shave selenium file rectifi care collect put shampoo eyelash liner whatev call later develop put coffe well frankli believ believ either particular epiphani attic ritter put selenium shave shampoo eyelin selenium refer movi toxic metal suppos suffici quantiti also anti oxid sold counter drug store swallow someon demonstr no one movi topic poison mani peopl tri nicotin patch fail come selenium shampoo give marg helgenberg immedi drastic headach eye becom pain boil appli makeup think anthropologist e b tylor call simpl mind idea sympathet magic not sure mai je divag anyway ritter evid tri stunt second wife fourteen year later although no evid trickeri ever produc becom ill symptom wife number two taken mexico appar cure suddenli drop dead shortli return circumstanti evid pile ritter play villain stop first trial dismiss smirk helgenberg prompt investig see helgenberg good friend ritter second wife terribl disturb demis manner bet want prevent thing happen wealthi young woman seem line third place ritter marit schedul sure best perform given guy play detect mauser lawrenc dane everyon els act number project emot thought subtleti warn railroad cross dane littl thing origin told want report murder long paus sit wait abruptli thrust face toward helgeberg inquir reason curiou voic murder suppos except bare bone histor event noth prevent charact action drawn differ real life mean heck ritter still jail convict murder helgenberg charact dead object wish forens stuff made clearer ritter seem use mani poison toxic metal let see selenium cyanid massiv dose chlorin mayb someth els confus not root ritter mathematician ph insist peopl call doctor even correct peopl address mere professor ph get narcissist problem behind quickli je call whitey even though know get standard deviat averag tv fare
"One of the most boring movies I've ever seen. Three immature young people have sex and talk about very little except their ""love"" of each other. They don't seem to be interested in much but each other, and only passively so. I was left feeling shut out. Most of the exterior scenes take place at night, so one can't even enjoy well-lit sights of Paris! I gave up after an hour and ten minutes.",0,one bore movi ever seen three immatur young peopl sex talk littl except love seem interest much passiv left feel shut exterior scene take place night one even enjoy well lit sight pari gave hour ten minut
